ResponseID,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,workerId,site,hitId,assignmentId,condition,trait,consent,attn_check_1_1,attn_check_1_2,attn_check_1_3,attn_check_1_4,attn_check_1_5,attn_check_1_6,attn_check_1_7,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,multitab_faq,profile_num,profile_interest_num,attn_check_2,attn_check_3,engage_1,engage_2,engage_3,engage_4,ease_1,ease_2,ease_3,ease_4,ease_5,success_1,success_2,success_3,success_4,success_5,success_6,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,suc_1,suc_2,suc_3,suc_4,suc_5,suc_6,suc_7,suc_8,suc_9,suc_10,panas_1,panas_2,panas_3,panas_4,panas_5,panas_6,panas_7,panas_8,panas_9,panas_10,panas_11,panas_12,panas_13,panas_14,panas_15,panas_16,panas_17,panas_18,panas_19,panas_20,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,mc_compliance,mc_strategy,mc_strategy_use,trait-trait 1,trait-trait 2,trait-trait 3,careful_response,honest_response,debrief_concerns,debriefing,prevention,promotion,engage,ease,fit_success,fit_partner,ods,activity_distraction,pos_af,neg_af,duplicate,attn_check_1,attn_check,manip_check,exclusion
R_3CC5Ho8BegQgRoW,912eea92,0,2019-01-24T14:52:22Z,2019-01-24T15:16:01Z,1,48228255,b9afa925,"OkCupid, Plenty of Fish",38G0E1M85M6VPUROLZVEYOBUZA0VUL,3E337GFOL992YRFEP5P78CBEJQGGNX,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,3,4,5,4,5,4,5,6,5,5,3,5,5,5,4,okc,NA,12,2,2,10,6,6,5,6,7,1,7,1,4,7,7,9,8,9,8,6,5,5,5,6,6,5,15,14,12,14,15,14,12,16,14,12,2,1,2,1,2,1,1,1,3,2,1,4,1,2,1,3,5,1,2,1,49,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,honest,non-religious,non-smoker,1,1,NA,1,4.285714285714286,4.75,5.666666666666667,7,5,5.5,5,0,2.7,1,nonduplicated,0,pass,fail,eligible
R_26bf93MrVP2PeJA,5ef10e16,0,2019-01-24T15:13:28Z,2019-01-24T15:31:27Z,1,91143328,03b9ca70,"OkCupid, Tinder",3EGKVCRQFWTXXPDNQJ130XN0S6VBYT,3PJ71Z61R43K5ALH6CLZJOCOCCE91P,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,5,6,5,4,4,6,4,6,4,5,5,5,6,5,6,okc,NA,20,5,2,10,6,6,6,6,6,2,6,2,5,9,9,9,9,10,9,6,6,6,6,6,6,6,15,15,12,13,15,16,13,16,16,16,5,2,4,2,4,2,1,1,4,5,1,1,2,5,2,5,4,2,4,1,25,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,honesty,humor,music taste,1,1,none,1,4.857142857142857,5.25,6,6,6.166666666666667,6,4.9,0,4.1,1.6,nonduplicated,0,pass,fail,eligible
R_vqmKkrpiFHM5NN7,bffed750,0,2019-01-24T14:53:54Z,2019-01-24T15:39:19Z,1,25579171,64761e98,OkCupid,3WPCIUYH1A9UV0CDU95AN6JLGPPTDT,3RSDURM96ANYQCN1QC8UPPO9AU5YEO,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,5,2,5,2,6,5,6,6,7,6,6,6,5,6,6,okc,1,14,1,2,10,6,3,3,6,6,7,3,3,5,7,7,9,9,9,9,6,6,6,6,6,6,6,12,15,15,13,13,12,16,13,12,16,4,2,4,2,4,2,2,2,4,4,2,4,2,4,2,4,4,2,4,2,36,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,Funny,Smart,Loving,1,1,NA,1,4.428571428571429,6,4,4,5.333333333333333,6,2.7,0,4,2,nonduplicated,0,pass,fail,eligible
R_2zGAFFv2QBJjoXi,6a18aa1b,0,2019-01-24T15:29:12Z,2019-01-24T15:46:38Z,1,39400244,ff5cb3a4,"OkCupid, Plenty of Fish",3MD8CKRQZZOUI7ZD0GMQQPDGXOPRJS,3PH3VY7DJLYSC2JX7Y4JP24BNS3WZI,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,6,5,7,4,4,6,2,5,6,6,7,7,pof,NA,20,5,2,10,6,6,4,6,7,5,7,4,7,10,10,10,9,10,8,6,6,5,6,5,7,6,17,17,11,11,11,17,11,17,16,11,5,1,4,1,5,1,1,1,5,5,1,1,1,5,1,5,5,1,1,1,31,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,unreliable,promiscuous,racist,1,1,Thank you! Interesting study.,1,4.142857142857143,5.375,5.333333333333333,4.666666666666667,6.5,5.833333333333333,5.7,0,4.1,1,nonduplicated,0,pass,pass,eligible
R_1NaDqZNdp8kK3QU,4a3cd1ba,0,2019-01-24T15:34:21Z,2019-01-24T15:50:15Z,1,42594134,3e388a44,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, HeartBroker, JDate, Match.com/ca, OurTime, Plenty of Fish, Pure, Tinder, Zoosk",3TTPFEFXCTL55I63KSG73H65O97H6F,37C0GNLMHF4RFMZVOY2I0GMVB9DD6E,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,4,3,3,2,5,2,3,2,4,3,2,pof,1,15,3,2,10,4,3,4,3,6,2,3,5,3,5,7,8,6,6,7,3,2,3,2,3,3,4,13,13,13,12,11,13,12,13,14,14,2,3,3,3,3,4,4,4,3,3,1,3,3,2,3,3,2,2,3,3,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,Handsome,Beautiful,Pretty,1,1,No,1,3.142857142857143,2.875,3.6666666666666665,5,3.5,2.6666666666666665,3.4,0,2.7,3,nonduplicated,0,pass,fail,eligible
R_2WUQThhdfCAhPVL,2d758b44,0,2019-01-24T15:28:16Z,2019-01-24T15:52:07Z,1,38655550,a03e8b8a,Plenty of Fish,3KQC8JMJGCT68ZJL1QI9WEULEI5H39,39LNWE0K4UXTP85ICU1W7JGO60WUIS,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,7,6,5,5,5,5,7,7,7,7,5,5,7,7,5,pof,NA,23,3,2,10,4,5,4,4,2,4,4,5,5,6,6,6,7,6,6,5,5,5,5,7,5,4,13,13,14,13,13,13,16,13,13,14,3,3,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,Non Smoker,Don't want kids,Attentive,1,1,NA,1,5.714285714285714,6.25,4.333333333333333,3,3.1666666666666665,5.333333333333333,3.1,0,1.6,1.2,nonduplicated,0,pass,pass,eligible
R_r6FXY8hMOTIVzOx,fa192557,0,2019-01-24T15:40:21Z,2019-01-24T16:01:23Z,1,6711159,3fb5799d,"Plenty of Fish, Tinder, meetme",3TY2U1TEB7BDKJG0SBDHOYRPN7VJJS,3NGI5ARFTT65XX1ON1HW5EC3HH6P1C,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,6,6,6,7,7,5,7,6,7,6,7,4,7,7,7,pof,NA,15,5,2,10,6,7,6,6,7,3,6,2,5,9,9,9,9,10,10,7,6,6,7,7,7,6,15,14,13,13,14,14,13,13,13,14,4,3,5,2,4,1,1,2,4,3,3,2,1,4,2,4,3,1,3,1,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,Loyal,Family oriented,Pet lover,1,1,NA,1,6.285714285714286,6.375,6.333333333333333,6,6.333333333333333,6.666666666666667,4,0,3.6,1.7,nonduplicated,0,pass,pass,eligible
R_3O7WW9Lh7jPUriz,0d4fd1f7,0,2019-01-24T16:01:49Z,2019-01-24T16:17:39Z,1,55085020,c1063034,"Plenty of Fish, Tinder",3TY2U1TEB7BDKJG0SBDHOYRPN7VJJS,3VFJCI1K4Z0NDP76IC6OHWGOKPXRGS,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,7,3,7,5,7,6,5,4,7,7,5,2,5,5,6,pof,NA,18,7,2,10,7,7,6,6,6,1,7,1,1,9,10,10,10,10,9,7,7,7,6,7,7,6,16,17,11,16,17,17,11,17,17,15,4,1,5,1,3,1,2,1,4,2,1,5,1,4,4,5,5,1,1,1,25,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,compliant,desirable_eliminate,1,thoughtful,funny,kind,1,1,NA,1,5.714285714285714,5.125,6.666666666666667,6.666666666666667,6.666666666666667,6.833333333333333,6.4,1,3.8,1.4,nonduplicated,0,pass,fail,eligible
R_3iEAOfi6YLc3dTm,22060992,0,2019-01-24T16:04:29Z,2019-01-24T16:28:46Z,1,89972086,73bcd35c,Plenty of Fish,3MZ3TAMYTLOYNWF7IY1QEOYGK90RIG,3NJM2BJS4W7PK0BM3Y6GMAVULFKCPE,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,3,7,5,1,5,1,6,5,6,6,5,6,6,5,5,pof,NA,10,1,2,10,5,5,5,6,6,1,6,5,5,8,9,9,9,9,9,5,6,5,5,5,5,5,15,13,15,11,15,15,12,12,15,16,2,2,2,2,2,2,1,2,2,2,2,3,1,3,3,3,3,3,3,3,51,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,looks,bio,marital status,1,1,NA,1,4,5.5,5,5.333333333333333,5.833333333333333,5.166666666666667,3.7,0,2.5,2.1,nonduplicated,0,pass,fail,eligible
R_Wcbt9p7kRYoCIj7,1ea3463d,0,2019-01-24T16:07:26Z,2019-01-24T16:36:59Z,1,71572765,41b66ada,"Plenty of Fish, Tinder",3IZPORCT1FAYR14NCGJ5ECX1KWLRHN,3VBEN272MK0ZE47JX16T76LK6QCSGB,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,4,2,1,6,5,2,4,5,6,4,6,5,5,6,5,pof,NA,25,4,2,10,6,6,6,6,7,1,7,1,4,8,8,10,8,8,8,7,6,7,7,7,7,4,14,16,11,16,16,16,12,16,17,12,2,1,4,1,5,1,1,1,4,3,2,4,1,1,3,3,4,2,2,1,22,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,arrogrant,nerdy,gothic,1,1,NA,1,3.4285714285714284,5.25,6,7,5.333333333333333,6.833333333333333,6,0,3.2,1.4,nonduplicated,0,pass,pass,eligible
R_ANwu3EsfN31bb8J,3a61e260,0,2019-01-24T16:11:13Z,2019-01-24T16:37:42Z,1,73265429,1866d40f,"OkCupid, Match.com/ca, Plenty of Fish, Tinder",3QGHA0EA0J1T8KINBIJFF02KHYVBWU,3EFE17QCRC6DE02UH7OBS6XLLR1HSD,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,7,7,7,5,5,7,5,7,7,5,7,6,pof,NA,8,2,2,10,6,6,7,6,7,1,7,2,7,10,10,10,10,10,10,7,7,7,7,7,7,7,17,17,12,16,17,16,16,16,16,12,4,1,4,1,3,1,1,1,4,3,1,4,1,3,2,4,4,2,4,1,32,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,Loves movies,Loves dancing,Loves reading,1,1,NA,1,5.857142857142857,6.125,6.333333333333333,6.666666666666667,7,7,5.9,0,3.7,1.2,nonduplicated,0,pass,pass,eligible
R_1dfUih4haFkTgk5,49a4ac6e,0,2019-01-24T15:50:50Z,2019-01-24T16:39:13Z,1,98196375,e333d7e6,"eHarmony, Plenty of Fish, blackchristianpeoplemeet",3QGHA0EA0J1T8KINBIJFF02KHYVBWU,3W2LOLRXLBGSFB3P83R3FO8HR54RKJ,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,6,6,2,2,6,7,6,6,7,6,6,6,eharm,NA,22,13,2,10,6,6,6,6,6,2,6,1,6,10,9,10,9,9,9,7,7,7,7,7,7,7,16,16,12,16,16,16,12,16,15,12,4,1,4,1,4,1,1,1,4,4,1,4,1,4,1,4,4,1,4,1,58,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,1,compliant,desirable_eliminate,2,smoking,political affiliation,religion preference,1,1,n/a,1,3,6.25,6,6.333333333333333,6.333333333333333,7,5.9,1,4,1,nonduplicated,0,pass,fail,eligible
R_3O2mamq96WShgwm,e5b61ad7,0,2019-01-24T16:25:31Z,2019-01-24T16:41:52Z,1,5753236,f3655955,"Bumble, Coffee Meets Bagel, OkCupid, Plenty of Fish, Tinder",3ZVPAMTJWN4KR59CSA1NTCL05W8RGO,3TPWUS5F892F498NFKKBE43QEC3WC9,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,5,4,5,6,5,6,5,4,5,5,4,pof,NA,8,4,2,10,5,5,5,6,5,4,5,2,3,7,7,8,7,8,7,6,5,5,6,6,6,5,15,14,14,13,15,15,14,14,15,13,4,3,3,2,3,2,3,2,3,3,4,3,2,3,3,4,4,4,3,2,26,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,adventurous,animal lover,intellectual,1,1,Thank you.,1,5,5,5,5,4.333333333333333,5.666666666666667,4.4,0,3.3,2.7,nonduplicated,0,pass,pass,eligible
R_1f9Rpzsyi3R0EYD,6571b3d0,0,2019-01-24T16:24:47Z,2019-01-24T16:43:05Z,1,63363474,a2b6948e,OkCupid,3TTPFEFXCTL55I63KSG73H65O97H6F,36WLNQG78ZB2D4UQGKUAHEQ8PNZBE2,undesirable_compile,undesirable,1,NA,NA,NA,1,NA,NA,NA,5,6,4,4,3,3,4,3,5,2,4,2,1,4,5,okc,NA,20,0,2,10,3,4,4,4,3,3,3,2,2,6,6,4,5,5,6,3,1,3,1,4,4,3,13,12,12,12,12,13,13,13,12,13,2,3,2,1,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,33,female,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,compliant,desirable_compile,1,employment,status,interests,1,1,NA,1,4.142857142857143,3.25,3.6666666666666665,4.666666666666667,2.3333333333333335,2.6666666666666665,3.3,1,1.9,1.4,nonduplicated,1,fail,fail,ineligible
R_3kv6MZeBCBDskPc,225be4d3,0,2019-01-24T16:28:15Z,2019-01-24T16:44:32Z,1,27032421,c59e261c,"Bumble, OkCupid, eHarmony, Plenty of Fish, Tinder",30IRMPJWDZKPTR5VI1M2R4DTCDPRKR,386PBUZZXFYM1T2ULYUVSXZ56PBJLK,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,5,7,5,7,7,6,5,6,5,6,5,5,6,7,7,okc,NA,25,5,2,10,6,6,4,5,6,6,5,6,5,5,5,9,7,7,7,6,5,6,6,6,5,6,13,13,16,14,15,13,16,16,14,15,2,4,2,4,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,24,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,noncompliant,desirable_eliminate,1,Funny,Adventurous,Smart,1,1,NA,1,6,5.875,5.333333333333333,3.3333333333333335,3.6666666666666665,5.666666666666667,3.5,1,1.5,2,nonduplicated,0,pass,fail,eligible
R_ONoxs4H4aMghSiR,73c0b094,0,2019-01-24T16:14:51Z,2019-01-24T16:46:48Z,1,48122285,f55a3666,OkCupid,3NBFJK3IOHJHUSHW0IKJZHGVU9OOGC,36U2A8VAG101CCFBMYJXNK1EUT4YKF,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,5,7,2,5,6,2,5,6,7,5,5,6,6,6,6,okc,NA,25,4,2,10,6,6,6,6,7,1,7,1,6,7,7,8,8,7,8,7,6,7,6,7,6,5,13,12,15,12,14,14,15,13,13,15,5,2,4,1,4,1,1,1,4,3,1,5,3,4,1,4,5,1,4,1,56,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,married,smoker,hunter,1,1,"I enjoyed this survey.  I have a lot of experience with online dating, mostly negative but also some positive. I took this survey extremely seriously, thinking through my answers because I feel like this is an important survey and will be looking forward to following up with you for the results once completed.  Thank you for this opportunity.",1,4.571428571428571,5.875,6,7,4.5,6.5,3,0,4.2,1.3,nonduplicated,0,pass,pass,eligible
R_2QF0rgG0iPvXGO5,da867516,0,2019-01-24T16:36:58Z,2019-01-24T16:54:42Z,1,21409605,163971cf,"eHarmony, Match.com/ca, Plenty of Fish",3Z3R5YC0P3ORTKQ9LF00B6M6S25TF4,3GD6L00D3SYZCU4BVLP4OAI8CD7M1R,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,3,3,2,5,5,3,4,6,6,6,6,5,6,6,6,eharm,NA,24,3,2,10,6,7,6,6,7,1,7,1,1,10,10,10,10,10,10,7,7,7,7,7,7,7,16,16,11,15,17,17,14,16,15,12,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,31,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,2,education background,non-smoking,interest in travel,1,1,interesting - thank you,1,3.5714285714285716,5.875,6.333333333333333,7,7,7,5.9,0,5,1,nonduplicated,0,pass,fail,eligible
R_6m3jK3qtprSNz6F,beb77f84,0,2019-01-24T16:49:42Z,2019-01-24T17:06:57Z,1,79260597,24a3b518,"OkCupid, Plenty of Fish, Tinder",3IZPORCT1FAYR14NCGJ5ECX1KWLRHN,3AZHRG4CU4LYJJBJTKGPE6QS7VU03Y,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,7,6,6,3,5,7,7,5,7,5,6,6,5,5,5,pof,NA,40,3,2,10,4,4,4,7,7,1,7,2,7,6,5,4,8,8,8,7,7,6,6,7,7,6,14,12,13,14,12,13,16,15,12,12,4,2,3,1,2,1,1,1,4,2,1,4,1,4,3,3,4,3,2,1,42,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,2,no children,not conservative,not outgoing,1,1,"I missed the question saying chose 3 profiles, I said 20 profiles. Reading error.",1,5.857142857142857,5.5,4,6.666666666666667,3.5,6.666666666666667,3.5,0,3.2,1.5,nonduplicated,0,pass,fail,eligible
R_3iWK6UJwliYLLus,bdbb1847,0,2019-01-24T16:58:54Z,2019-01-24T17:16:33Z,1,99673496,dbc2b4f9,"Bumble, OkCupid, eHarmony, Plenty of Fish, Tinder",3ZVPAMTJWN4KR59CSA1NTCL05W8RGO,34X6J5FLPTZXSQI7D32R9JYZGWNJQ0,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,3,2,3,6,6,2,6,6,7,4,5,6,4,6,6,okc,NA,30,4,2,10,6,7,7,5,6,3,6,3,3,9,9,9,9,9,10,7,6,6,5,6,7,5,16,16,12,16,16,16,12,16,16,12,4,2,4,1,4,1,1,1,3,4,1,4,1,4,2,4,4,4,5,2,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,"drive, ambition","beauty, confidence","smart, humble",1,1,NA,1,4,5.5,6.666666666666667,5.333333333333333,6.166666666666667,6.166666666666667,6,0,4,1.6,nonduplicated,0,pass,fail,eligible
R_1n75KpUlkeN407Y,a8cf621a,0,2019-01-24T17:01:08Z,2019-01-24T17:20:01Z,1,19533496,d980ee6a,"Bumble, OkCupid, Tinder",3H781YYV6TJZN6QDQ4GUTO16G1QTEM,32KTQ2V7RDGH1Z76ZY4X3G0RAQG9MA,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,2,6,7,1,7,2,5,6,7,7,7,6,5,7,7,okc,NA,9,4,2,10,6,6,5,4,5,1,7,3,4,8,6,6,9,10,10,7,7,7,6,7,7,5,15,14,11,13,17,13,13,14,15,11,4,2,2,2,1,1,2,2,2,3,1,3,1,3,1,1,4,1,1,2,28,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,independent thinking,openmindedness,clarity about what they're looking for,1,1,n/a,1,4.285714285714286,6.5,5.666666666666667,5.666666666666667,5.166666666666667,6.833333333333333,5,0,2.4,1.5,nonduplicated,0,pass,pass,eligible
R_2EtbZIQuCcW8ixh,b3e4cf10,0,2019-01-24T17:15:33Z,2019-01-24T17:35:17Z,1,79144710,b283192e,"Bumble, OkCupid, Tinder",31ANT7FQN839ME6PF962BBS5SEWH5Z,3NKQQ8O39Y6CHXPWKG0LGM0BEX8DUX,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,6,4,7,5,7,7,5,4,5,5,7,okc,NA,25,2,2,10,6,6,3,5,7,2,7,3,6,6,6,6,5,5,5,2,2,4,2,3,2,2,15,15,11,17,16,15,11,17,17,11,3,2,2,1,3,1,1,1,3,3,1,3,1,1,1,3,3,1,3,1,23,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,2,Crooked teeth,Bad smile,Over weight,1,1,NA,1,4.857142857142857,5.625,5,6,2.5,2.5,6.3,0,2.7,1.1,nonduplicated,0,pass,pass,eligible
R_1OVRUWkzCf4mz9j,865d85e4,0,2019-01-24T17:51:50Z,2019-01-24T18:11:19Z,1,12908315,8dc74af1,"OkCupid, GayRomeo, Grindr, Match.com/ca, Plenty of Fish, Zoosk",3SNR5F7R92U9ESA2WSHQFHZX5KAEIQ,3KRVW3HTZNMZ6E35844OKB5H2F0MSV,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,1,5,3,4,7,3,4,7,7,7,7,6,7,7,7,pof,NA,25,3,2,10,7,7,7,7,7,1,7,1,1,10,10,10,10,10,10,7,7,7,7,7,7,7,17,16,11,16,17,17,11,17,17,12,5,1,5,1,4,1,1,1,5,4,1,4,1,4,1,5,5,1,5,1,37,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,whether they wanted children or not,being divorced,having kids already,1,1,NA,1,3.857142857142857,6.875,7,7,7,7,6.7,0,4.6,1,nonduplicated,0,pass,fail,eligible
R_78uNimx4PGWc6iJ,99fcd822,0,2019-01-24T18:06:53Z,2019-01-24T18:27:48Z,1,5962900,a0b23694,"OkCupid, Plenty of Fish",3SNR5F7R92U9ESA2WSHQFHZX5KAEIQ,36DSNE9QZ5ZU7E5RYQANKE3Z1WAJOZ,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,6,7,6,3,6,3,6,6,7,3,4,6,4,7,5,okc,NA,25,0,2,10,6,5,2,5,7,1,7,1,1,10,7,9,10,9,9,5,4,3,3,3,4,2,14,17,13,17,17,17,11,15,16,11,4,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,28,female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,1,1,noncompliant,undesirable_eliminate,2,smoking,unemployed,if they didn't like animals,1,1,N/A,1,5.285714285714286,5.25,4.333333333333333,7,6,3.6666666666666665,6.2,2,1.5,1.2,nonduplicated,0,pass,pass,eligible
R_XSpitTeSfxKYs9z,d7605fcf,0,2019-01-24T18:02:14Z,2019-01-24T18:29:05Z,1,29461498,66f90379,eHarmony,3H781YYV6TJZN6QDQ4GUTO16G1QTEM,3U8YCDAGXPHQQKHLRVSLREJ3HOK0QF,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,6,6,2,2,4,7,7,4,6,6,7,6,eharm,1,20,3,2,10,2,2,2,2,6,4,4,5,6,5,5,5,7,7,5,2,4,1,3,5,4,4,14,11,16,12,15,11,17,11,11,17,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,33,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,funny,outgoing,friendly,1,1,NA,1,3.142857142857143,5.875,2,4.333333333333333,2.6666666666666665,3.1666666666666665,1.9,0,1.9,1,nonduplicated,0,pass,pass,eligible
R_4GX8EAtsIgQZWBH,9f7ad002,0,2019-01-24T18:15:33Z,2019-01-24T18:35:43Z,1,54360301,caf79890,"OkCupid, Tinder",3J06WJ78HNLV29GOQP5JUADDDH9VVA,3P529IW9KYM6WRGY283ADZ7DDKSLFL,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,6,4,3,6,7,6,3,3,5,5,5,okc,NA,7,3,2,10,6,6,5,6,7,2,5,2,2,8,9,9,9,10,9,7,7,7,6,7,7,5,15,15,11,15,16,15,12,15,16,11,4,1,4,1,4,1,2,1,5,3,1,4,1,5,2,4,4,1,3,1,34,female,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,professionally motivated,creative,passionate,1,1,NA,1,3.7142857142857144,5,5.666666666666667,6.333333333333333,6,6.833333333333333,5.7,0,4,1.2,nonduplicated,0,pass,pass,eligible
R_3dLgcH8XZnF0E4y,f24ae144,0,2019-01-24T15:51:40Z,2019-01-24T18:53:32Z,1,21456175,c9d13080,OkCupid,3TTPFEFXCTL55I63KSG73H65O97H6F,351SEKWQS0IT4PKNBE9ZPCJH18BDM5,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,7,1,1,7,7,7,1,7,7,7,7,7,7,7,7,okc,NA,25,4,2,10,7,7,7,7,7,1,7,3,1,10,10,10,10,10,10,7,7,7,7,7,7,7,17,17,11,17,17,17,11,17,17,11,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,24,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,compliant,desirable_eliminate,1,blue eyes,brown skin,muscles,1,1,NA,1,4.428571428571429,7,7,6.333333333333333,7,7,7,0,1,1.8,nonduplicated,0,pass,fail,eligible
